,Id,Time,Sens-1,Sens-2,Sens-3,Sens-4,Sens-5,Sens-6,Sens-7,Sens-8,Temp,Co2
20,0.0,0.006268,12.437,9.8054,8.70677,9.55789,9.11919,11.3002,5.59962,6.61812,26.4913,60.011
21,0.0,0.006546,12.4267,9.79041,8.66062,9.4997,8.99665,11.2459,5.52572,6.55159,26.4931,60.0176
22,0.0,0.006824,12.4177,9.77668,8.61857,9.44611,8.88523,11.1963,5.45866,6.49173,26.4947,60.0235
23,0.0,0.007102,12.4098,9.7646,8.58125,9.39778,8.78387,11.1516,5.39799,6.43735,26.4961,60.0288
24,0.0,0.00738,12.4034,9.75349,8.54763,9.35422,8.69201,11.111,5.3432,6.38815,26.4975,60.0357
25,0.0,0.007658,12.3971,9.74378,8.5175,9.31464,8.60877,11.0743,5.29352,6.34363,26.4987,60.0428
26,0.0,0.007947,12.3916,9.73483,8.49098,9.27899,8.53346,11.0415,5.24868,6.30335,26.4997,60.0492
27,0.0,0.008225,12.3869,9.72707,8.46712,9.24658,8.46504,11.0116,5.208,6.2668,26.5007,60.0551
28,0.0,0.008503,12.3826,9.72056,8.44597,9.21741,8.40341,10.9843,5.17121,6.23362,26.5016,60.0603
29,0.0,0.008781,12.3787,9.71466,8.42669,9.19086,8.3471,10.96,5.13782,6.20382,26.5024,60.0651
30,0.0,0.009059,12.3752,9.70899,8.40954,9.16669,8.29629,10.9377,5.1077,6.17642,26.5031,60.0694
31,0.0,0.009348,12.3721,9.7042,8.39475,9.14497,8.2506,10.9171,5.08036,6.15184,26.5057,60.0796
32,0.0,0.009626,12.3694,9.70003,8.38122,9.12501,8.2094,10.8983,5.05562,6.12961,26.508,60.0972
33,0.0,0.009904,12.3668,9.69609,8.36956,9.10726,8.17226,10.882,5.03343,6.10983,26.5101,60.1131
34,0.0,0.010182,12.3644,9.69286,8.35945,9.09136,8.13893,10.8669,5.01326,6.09171,26.512,60.1275
35,0.0,0.01046,12.3623,9.69011,8.35075,9.07745,8.10962,10.8534,4.99511,6.07553,26.5137,60.1405
36,0.0,0.010749,12.3604,9.68746,8.34345,9.06518,8.08295,10.8411,4.97858,6.06057,26.5153,60.1523
37,0.0,0.011027,12.3586,9.68539,8.33656,9.05344,8.0598,10.8302,4.96364,6.0467,26.5167,60.163
38,0.0,0.011305,12.357,9.68352,8.33135,9.04345,8.039,10.8206,4.95011,6.03448,26.5179,60.1748
39,0.0,0.011583,12.3556,9.68149,8.32634,9.0341,8.02087,10.8119,4.93768,6.02342,26.5191,60.198
40,0.0,0.011861,12.3543,9.6805,8.3221,9.0258,8.00489,10.8043,4.92644,6.01331,26.5201,60.219
41,0.0,0.01215,12.3535,9.67961,8.31914,9.01844,7.99084,10.7964,4.91645,6.00427,26.5211,60.238
42,0.0,0.012428,12.3524,9.67879,8.31661,9.01194,7.9787,10.7902,4.90733,5.99587,26.5219,60.2551
43,0.0,0.012706,12.3514,9.67806,8.31462,9.00591,7.96854,10.7842,4.89916,5.98827,26.5227,60.2707
44,0.0,0.012984,12.351,9.67723,8.3134,9.00045,7.95978,10.7792,4.8913,5.98117,26.5234,60.2848
45,0.0,0.013262,12.3503,9.67664,8.31244,8.9955,7.95283,10.7746,4.88409,5.97486,26.524,60.2975
46,0.0,0.013551,12.3504,9.67662,8.31231,8.99166,7.9471,10.7707,4.87766,5.96915,26.5246,60.3207
47,0.0,0.013829,12.3505,9.67627,8.31263,8.98819,7.94289,10.7671,4.87194,5.96398,26.5251,60.3418
48,0.0,0.014107,12.3505,9.67577,8.31262,8.98457,7.93965,10.7637,4.86676,5.95931,26.5256,60.3608
49,0.0,0.014385,12.351,9.67533,8.3135,8.98193,7.9377,10.7612,4.86189,5.95508,26.526,60.378
50,0.0,0.014663,12.3517,9.67526,8.31429,8.97969,7.9365,10.7589,4.85757,5.95126,26.5264,60.3936
51,0.0,0.014951,12.3523,9.67487,8.31516,8.97767,7.93597,10.7567,4.85347,5.94768,26.5267,60.4077
52,0.0,0.015229,12.3522,9.67535,8.31638,8.97615,7.93592,10.7554,4.84987,5.94456,26.5265,60.4204
53,0.0,0.015507,12.3523,9.67597,8.31822,8.97478,7.93686,10.754,4.8466,5.94163,26.5259,60.4349
54,0.0,0.015785,12.3529,9.67669,8.32048,8.97402,7.93813,10.7532,4.84374,5.93908,26.5253,60.448
55,0.0,0.016063,12.3533,9.67734,8.32267,8.97332,7.93956,10.7524,4.84106,5.93678,26.5248,60.4598
56,0.0,0.016352,12.3538,9.6781,8.32509,8.97316,7.94071,10.7518,4.83873,5.9347,26.5243,60.4705
57,0.0,0.01663,12.3542,9.67862,8.32772,8.97334,7.94162,10.7513,4.83662,5.93281,26.5239,60.4802
58,0.0,0.016908,12.3546,9.67909,8.32995,8.97287,7.94187,10.7507,4.83452,5.931,26.5236,60.489
59,0.0,0.017186,12.3549,9.67951,8.33227,8.97259,7.94224,10.7504,4.83262,5.92935,26.5235,60.4969
60,0.0,0.017464,12.3552,9.68007,8.33495,8.97282,7.94243,10.7501,4.8309,5.92776,26.5241,60.507
61,0.0,0.017753,12.3557,9.68074,8.33812,8.97303,7.94219,10.7498,4.82944,5.92653,26.5247,60.5162
62,0.0,0.018031,12.3559,9.68151,8.34099,8.97321,7.9414,10.7497,4.82812,5.92542,26.5252,60.5245
63,0.0,0.018309,12.3561,9.68272,8.34387,8.97338,7.94041,10.7503,4.82692,5.92442,26.5256,60.532
64,0.0,0.018587,12.3563,9.68348,8.34693,8.97369,7.93895,10.7507,4.82574,5.92341,26.5261,60.5387
65,0.0,0.018865,12.3564,9.68416,8.34999,8.97397,7.93721,10.7504,4.82458,5.92237,26.5264,60.5449
66,0.0,0.019147,12.3568,9.68529,8.35276,8.97439,7.93479,10.7501,4.82363,5.92155,26.5268,60.5504
67,0.0,0.019425,12.3569,9.68631,8.356,8.97523,7.93274,10.7507,4.82277,5.92081,26.5261,60.5437
68,0.0,0.019703,12.357,9.68724,8.35909,8.97584,7.93088,10.7511,4.82189,5.92014,26.5255,60.5376
69,0.0,0.019981,12.358,9.68807,8.36217,8.97686,7.92921,10.7517,4.82129,5.91964,26.525,60.5321
70,0.0,0.020259,12.3593,9.68883,8.36585,8.97778,7.92755,10.7518,4.82074,5.91919,26.5245,60.5272
71,0.0,0.020547,12.3601,9.68968,8.36948,8.97862,7.92619,10.7525,4.82025,5.91867,26.5241,60.5227
72,0.0,0.020825,12.361,9.69062,8.37276,8.97922,7.92482,10.7533,4.81961,5.91798,26.5237,60.5186
73,0.0,0.021103,12.3616,9.69114,8.37647,8.97976,7.92358,10.7539,4.81904,5.91735,26.5234,60.5149
74,0.0,0.021381,12.3625,9.6916,8.37968,8.98025,7.92246,10.7542,4.81823,5.91679,26.523,60.499
75,0.0,0.021659,12.3634,9.69219,8.38273,8.9807,7.92172,10.7545,4.81769,5.91628,26.5227,60.4796
76,0.0,0.021948,12.3644,9.6934,8.38638,8.98189,7.92148,10.7545,4.8172,5.91559,26.5225,60.4621
77,0.0,0.022226,12.3654,9.6945,8.39027,8.98328,7.92168,10.7551,4.81675,5.91519,26.5223,60.4462
78,0.0,0.022504,12.3662,9.69566,8.3941,8.98423,7.922,10.7557,4.81626,5.91472,26.522,60.4318
79,0.0,0.022782,12.3667,9.69672,8.39785,8.98524,7.923,10.756,4.81571,5.91441,26.5218,60.4188
80,0.0,0.02306,12.3674,9.69699,8.4011,8.986,7.92418,10.7563,4.81503,5.91401,26.5217,60.407
81,0.0,0.023353,12.3681,9.69774,8.40493,8.98715,7.92581,10.7567,4.8145,5.91377,26.5206,60.3863
82,0.0,0.023631,12.3689,9.69877,8.4087,8.98805,7.928,10.7572,4.81412,5.91321,26.5196,60.3541
83,0.0,0.023909,12.3694,9.69952,8.4124,8.98885,7.93039,10.7575,4.81369,5.91293,26.5186,60.325
84,0.0,0.024187,12.3698,9.70038,8.4162,8.9899,7.93327,10.7577,4.81319,5.91245,26.5178,60.2987
85,0.0,0.024465,12.3704,9.70115,8.41993,8.99116,7.93643,10.758,4.81275,5.91246,26.5171,60.2749
86,0.0,0.024754,12.3708,9.70185,8.42331,8.99246,7.94,10.7583,4.81235,5.91192,26.5164,60.2534
87,0.0,0.025032,12.3711,9.70248,8.42682,8.99332,7.94394,10.7585,4.81188,5.91165,26.5158,60.2339
88,0.0,0.02531,12.3718,9.70356,8.43058,8.99473,7.94835,10.7588,4.81156,5.9113,26.5171,60.2141
89,0.0,0.025588,12.3729,9.7042,8.43444,8.99585,7.95305,10.759,4.81118,5.91109,26.5184,60.1837
90,0.0,0.025866,12.3739,9.70495,8.43867,8.99733,7.95829,10.7594,4.81092,5.91079,26.5195,60.1561
91,0.0,0.026155,12.375,9.70597,8.44251,8.99836,7.9636,10.7603,4.8106,5.91051,26.5205,60.1312
92,0.0,0.026433,12.376,9.70757,8.44642,8.99976,7.96926,10.7605,4.81021,5.91016,26.5214,60.1087
93,0.0,0.026711,12.3761,9.70851,8.44996,9.00119,7.97538,10.7606,4.80995,5.91006,26.5222,60.0883
94,0.0,0.026989,12.3772,9.70936,8.45332,9.00248,7.98148,10.761,4.80953,5.90974,26.5229,60.0698
95,0.0,0.027267,12.3771,9.71046,8.45725,9.00413,7.988,10.7612,4.80924,5.90946,26.5236,60.0531
96,0.0,0.027556,12.3781,9.71147,8.46141,9.00593,7.99489,10.7619,4.80898,5.90942,26.5242,60.0351
97,0.0,0.027834,12.3793,9.71237,8.46532,9.0082,8.00184,10.763,4.80874,5.90917,26.5248,60.0187
98,0.0,0.028112,12.3803,9.71371,8.4693,9.01025,8.00899,10.7637,4.80843,5.90905,26.5253,60.0039
99,0.0,0.02839,12.3811,9.71474,8.47321,9.01242,8.0166,10.7646,4.80835,5.90895,26.5257,59.9906
100,0.0,0.028668,12.3819,9.7155,8.4769,9.01407,8.02363,10.765,4.80807,5.90863,26.5261,59.9785
101,0.0,0.028956,12.3827,9.71603,8.48038,9.01556,8.03114,10.7658,4.80773,5.90834,26.5265,59.9675
102,0.0,0.029234,12.3834,9.71718,8.48398,9.01675,8.03879,10.7666,4.80714,5.90819,26.5263,59.9576
103,0.0,0.029512,12.3841,9.71856,8.48784,9.01893,8.04657,10.7676,4.80688,5.90805,26.5257,59.9575
104,0.0,0.02979,12.3847,9.71999,8.49149,9.02107,8.05434,10.7685,4.80656,5.90793,26.5251,59.9574
105,0.0,0.030068,12.3852,9.7211,8.49538,9.02285,8.06222,10.7699,4.80627,5.90793,26.5247,59.9573
106,0.0,0.030358,12.3857,9.72212,8.49951,9.02493,8.06993,10.7711,4.80591,5.90793,26.5242,59.9571
107,0.0,0.030636,12.3861,9.7232,8.50339,9.02697,8.07748,10.7726,4.80548,5.90782,26.5238,59.9571
108,0.0,0.030914,12.3867,9.72418,8.5066,9.02818,8.08446,10.7736,4.80501,5.9075,26.5234,59.957
109,0.0,0.031192,12.387,9.72507,8.50981,9.02976,8.09135,10.7748,4.80467,5.90743,26.5234,59.9569
110,0.0,0.03147,12.3873,9.72587,8.51301,9.0315,8.09802,10.7758,4.80427,5.90726,26.524,59.9774
111,0.0,0.031759,12.3881,9.72677,8.51651,9.03323,8.10448,10.7774,4.804,5.90721,26.5246,59.9959
112,0.0,0.032037,12.3896,9.72741,8.52028,9.03528,8.11062,10.7787,4.80366,5.90706,26.5251,60.0127
113,0.0,0.032315,12.3901,9.72884,8.5243,9.03729,8.11646,10.7802,4.80346,5.90703,26.5256,60.0278
114,0.0,0.032593,12.391,9.73014,8.52808,9.03879,8.12189,10.7814,4.80317,5.90689,26.526,60.0416
115,0.0,0.032871,12.3913,9.73063,8.53165,9.0403,8.12651,10.7827,4.80301,5.90677,26.5264,60.054
116,0.0,0.033161,12.3925,9.73141,8.53488,9.04152,8.13026,10.7838,4.80286,5.90655,26.5267,60.0652
117,0.0,0.033439,12.3939,9.7323,8.53796,9.04261,8.13351,10.7856,4.80273,5.90646,26.5261,60.0842
118,0.0,0.033717,12.395,9.73326,8.54164,9.04472,8.13544,10.787,4.80251,5.90638,26.5255,60.1013
119,0.0,0.033995,12.3959,9.73397,8.54483,9.04599,8.13675,10.7882,4.80222,5.9063,26.525,60.1169
120,0.0,0.034273,12.3969,9.73512,8.54816,9.04745,8.13708,10.7895,4.80205,5.90624,26.5245,60.1309
121,0.0,0.034562,12.3978,9.73616,8.55148,9.04942,8.13622,10.7908,4.8019,5.90629,26.5241,60.1436
122,0.0,0.03484,12.3986,9.7371,8.55464,9.05103,8.13429,10.7919,4.80167,5.90622,26.5237,60.1551
123,0.0,0.035118,12.3993,9.73795,8.55749,9.05249,8.13098,10.7929,4.80127,5.90594,26.5233,60.1655
124,0.0,0.035396,12.4,9.73872,8.56037,9.05382,8.12625,10.7939,4.8009,5.9058,26.5221,60.175
125,0.0,0.035674,12.4006,9.73941,8.56313,9.05581,8.12041,10.7947,4.80077,5.90567,26.5209,60.1835
126,0.0,0.035964,12.4012,9.74022,8.56488,9.05729,8.11341,10.7953,4.80045,5.90555,26.5199,60.1912
127,0.0,0.036242,12.4021,9.74111,8.5666,9.0588,8.10537,10.7956,4.80026,5.90556,26.5189,60.1981
128,0.0,0.03652,12.4025,9.74158,8.56726,9.06,8.09568,10.7963,4.79999,5.90556,26.5181,60.2045
129,0.0,0.036798,12.4031,9.742,8.5671,9.06108,8.08451,10.7967,4.79965,5.90546,26.5173,60.2102
130,0.0,0.037076,12.4034,9.74239,8.56666,9.06254,8.07214,10.7973,4.79925,5.90536,26.5166,60.2153
131,0.0,0.037365,12.4037,9.74273,8.56565,9.06418,8.05856,10.7978,4.79889,5.90516,26.515,60.2175
132,0.0,0.037643,12.4048,9.74339,8.56383,9.06567,8.04388,10.7982,4.79865,5.90498,26.5136,60.2161
133,0.0,0.037921,12.4056,9.74415,8.56129,9.06701,8.02864,10.7985,4.79844,5.90471,26.5123,60.2148
134,0.0,0.038199,12.4059,9.74484,8.55794,9.06806,8.01275,10.7983,4.79816,5.90446,26.5111,60.2137
135,0.0,0.038477,12.407,9.74581,8.5543,9.06886,7.99629,10.7983,4.79771,5.90413,26.5101,60.2126
136,0.0,0.038767,12.4083,9.74651,8.55042,9.0699,7.97903,10.7982,4.79749,5.90383,26.5091,60.2117
137,0.0,0.039045,12.4083,9.74766,8.5454,9.07052,7.96105,10.7977,4.7971,5.90355,26.5082,60.2108
138,0.0,0.039323,12.4092,9.7487,8.54041,9.07124,7.94272,10.7974,4.79685,5.90342,26.5084,60.2088
139,0.0,0.039601,12.4105,9.74964,8.5353,9.07253,7.92406,10.7966,4.79662,5.90318,26.5086,60.1994
140,0.0,0.039879,12.4116,9.75049,8.52993,9.07401,7.90553,10.7958,4.79641,5.90297,26.5087,60.1909
141,0.0,0.040167,12.4125,9.75126,8.52433,9.07536,7.88642,10.7952,4.79622,5.90278,26.5088,60.1833
142,0.0,0.040445,12.4134,9.75196,8.51851,9.07673,7.8675,10.7945,4.79605,5.9025,26.5089,60.1763
143,0.0,0.040723,12.4138,9.75259,8.51235,9.07781,7.84873,10.7938,4.7957,5.90202,26.509,60.17
144,0.0,0.041001,12.4147,9.75316,8.50574,9.07864,7.82984,10.7928,4.79549,5.9017,26.5091,60.1643
145,0.0,0.041279,12.4154,9.75385,8.49975,9.07922,7.81139,10.7918,4.79519,5.90129,26.5092,60.1592
146,0.0,0.041568,12.4161,9.75481,8.49359,9.08023,7.79293,10.7911,4.79493,5.90093,26.5093,60.1399
147,0.0,0.041846,12.4167,9.75602,8.48802,9.0813,7.775,10.7902,4.79479,5.90082,26.5094,60.1224
148,0.0,0.042124,12.4172,9.75627,8.48224,9.08195,7.7573,10.7893,4.79466,5.90072,26.5094,60.1065
149,0.0,0.042402,12.4177,9.75683,8.47656,9.08286,7.74006,10.7879,4.79454,5.90064,26.5095,60.0922
150,0.0,0.04268,12.4182,9.75785,8.47112,9.08368,7.72311,10.7867,4.79443,5.90044,26.5095,60.0792
151,0.0,0.042968,12.4186,9.75843,8.46532,9.08394,7.7067,10.7854,4.79424,5.90016,26.5096,60.0675
152,0.0,0.043246,12.419,9.75896,8.46006,9.08434,7.69091,10.7844,4.79416,5.89991,26.5091,60.0569
153,0.0,0.043525,12.4193,9.75995,8.45472,9.08454,7.67595,10.7833,4.7939,5.89967,26.5082,60.0385
154,0.0,0.043803,12.4201,9.76101,8.45018,9.0852,7.66161,10.7821,4.79357,5.89958,26.5074,60.0218
155,0.0,0.044081,12.4205,9.76198,8.44562,9.0858,7.64796,10.7812,4.79317,5.89926,26.5067,60.0068
156,0.0,0.044369,12.4207,9.76285,8.4415,9.08634,7.63481,10.7804,4.7931,5.89932,26.5061,59.9931
157,0.0,0.044647,12.4209,9.76364,8.43748,9.08651,7.62224,10.7795,4.79294,5.89914,26.5055,59.9808
158,0.0,0.044925,12.421,9.76418,8.43384,9.08682,7.60966,10.7783,4.79251,5.89909,26.505,59.9696
159,0.0,0.045203,12.4212,9.76467,8.42995,9.08678,7.59747,10.7778,4.79212,5.89894,26.5045,59.9595
160,0.0,0.045481,12.4213,9.76529,8.42644,9.08691,7.58618,10.7768,4.79186,5.8988,26.5041,59.9533
161,0.0,0.04577,12.4221,9.76585,8.42296,9.08703,7.5749,10.776,4.79162,5.89867,26.5037,59.9477
162,0.0,0.046048,12.4228,9.76635,8.41996,9.08729,7.56416,10.7752,4.79132,5.89856,26.5033,59.9427
163,0.0,0.046326,12.4236,9.76681,8.41696,9.08737,7.55364,10.7742,4.79104,5.89834,26.503,59.9381
164,0.0,0.046604,12.424,9.76722,8.41453,9.08776,7.54345,10.7735,4.79088,5.89837,26.5027,59.9339
165,0.0,0.046882,12.424,9.76759,8.41219,9.08779,7.53344,10.7723,4.79065,5.89829,26.5025,59.9302
166,0.0,0.047171,12.4245,9.76793,8.41007,9.08798,7.52345,10.7711,4.79043,5.8981,26.5022,59.9268
167,0.0,0.047449,12.425,9.76824,8.40815,9.088,7.51362,10.7701,4.79014,5.89793,26.502,59.9266
168,0.0,0.047727,12.4259,9.76885,8.40641,9.08817,7.50405,10.7692,4.79007,5.89789,26.5018,59.9265
169,0.0,0.048005,12.4269,9.76907,8.40484,9.08832,7.49461,10.7684,4.78991,5.89796,26.5017,59.9264
170,0.0,0.048283,12.428,9.76927,8.40313,9.0883,7.48553,10.7677,4.78967,5.89791,26.5015,59.9263
171,0.0,0.048571,12.429,9.76962,8.40187,9.08845,7.47639,10.7673,4.78946,5.89787,26.5014,59.9262
172,0.0,0.048849,12.4299,9.76976,8.40059,9.08841,7.46746,10.7667,4.78926,5.89761,26.5012,59.9261
173,0.0,0.049127,12.4308,9.76989,8.39957,9.08855,7.45885,10.766,4.78908,5.89727,26.5011,59.926
174,0.0,0.049405,12.4315,9.77001,8.39865,9.08882,7.45027,10.7655,4.78892,5.89706,26.5029,59.9238
175,0.0,0.049683,12.4322,9.77046,8.39797,9.08908,7.44198,10.7651,4.78887,5.89688,26.5045,59.921
176,0.0,0.049972,12.4328,9.77087,8.3975,9.0893,7.43356,10.7649,4.78863,5.89661,26.506,59.9185
177,0.0,0.05025,12.4334,9.77124,8.39722,9.08951,7.42515,10.7647,4.78842,5.89636,26.5073,59.9162
178,0.0,0.050528,12.4339,9.77191,8.39653,9.08922,7.41661,10.7643,4.78823,5.89602,26.5085,59.9141
179,0.0,0.050806,12.4348,9.77235,8.39649,9.08911,7.4085,10.7638,4.78815,5.89583,26.5096,59.9123
180,0.0,0.051084,12.4351,9.77224,8.39557,9.08902,7.40037,10.7636,4.78798,5.89532,26.5106,59.9106
181,0.0,0.05137,12.4355,9.77247,8.39533,9.08909,7.39197,10.7633,4.78783,5.89497,26.5125,59.9065
182,0.0,0.051648,12.4362,9.77286,8.39571,9.08932,7.38332,10.7631,4.78769,5.89466,26.5141,59.8995
183,0.0,0.051926,12.4373,9.77338,8.3959,9.08952,7.37431,10.7627,4.78766,5.89449,26.5156,59.8931
184,0.0,0.052204,12.4379,9.77351,8.39533,9.08939,7.36512,10.7624,4.78754,5.89422,26.517,59.8874
185,0.0,0.052482,12.4386,9.77397,8.39496,9.08959,7.35523,10.7617,4.78743,5.8942,26.5183,59.8822
186,0.0,0.052771,12.4386,9.77421,8.39433,9.08945,7.34512,10.7609,4.78733,5.89418,26.5194,59.8775
187,0.0,0.053049,12.4393,9.77443,8.39347,9.08916,7.33415,10.7603,4.78715,5.89405,26.5204,59.8732
188,0.0,0.053327,12.4397,9.77446,8.39225,9.08874,7.32279,10.7596,4.78679,5.89382,26.5223,59.8685
189,0.0,0.053605,12.4405,9.775,8.39114,9.089,7.31071,10.7598,4.78675,5.89373,26.5239,59.8592
190,0.0,0.053883,12.4414,9.77566,8.38955,9.08892,7.29796,10.7591,4.78652,5.89364,26.5255,59.8508
191,0.0,0.054172,12.442,9.77574,8.38781,9.08884,7.2845,10.7587,4.78642,5.89357,26.5269,59.8432
192,0.0,0.05445,12.4433,9.77599,8.3858,9.08846,7.27039,10.758,4.78603,5.89361,26.5281,59.8364
193,0.0,0.054728,12.4437,9.77672,8.38338,9.08779,7.2557,10.7581,4.78578,5.89353,26.5292,59.8301
194,0.0,0.055006,12.4441,9.7767,8.38061,9.08654,7.24061,10.7574,4.78545,5.89336,26.5303,59.8245
195,0.0,0.055284,12.4449,9.77686,8.37751,9.08542,7.22556,10.7567,4.78507,5.89308,26.5312,59.8194
196,0.0,0.055573,12.4459,9.777,8.37442,9.08456,7.21054,10.7565,4.785,5.89317,26.532,59.8089
197,0.0,0.055851,12.4465,9.77747,8.37191,9.0841,7.19503,10.7564,4.78494,5.89325,26.5328,59.7994
198,0.0,0.056129,12.4473,9.77806,8.36861,9.08369,7.17999,10.7564,4.78479,5.8931,26.5335,59.7909
199,0.0,0.056407,12.448,9.7786,8.36548,9.08332,7.16461,10.7567,4.78485,5.89318,26.5341,59.7831
200,0.0,0.056685,12.4489,9.77892,8.36205,9.08282,7.14942,10.7571,4.78461,5.89326,26.5347,59.7761
201,0.0,0.056973,12.4495,9.77937,8.35822,9.08221,7.13467,10.7573,4.7843,5.89289,26.5352,59.7697
202,0.0,0.057251,12.45,9.77962,8.35402,9.08166,7.12044,10.7576,4.78393,5.8931,26.5356,59.764
203,0.0,0.057529,12.4504,9.78001,8.34978,9.08116,7.10605,10.7578,4.78359,5.89308,26.536,59.7558
204,0.0,0.057807,12.4509,9.78019,8.34522,9.08054,7.0919,10.7581,4.78328,5.89294,26.5364,59.7484
205,0.0,0.058085,12.4512,9.78052,8.34108,9.07999,7.07822,10.7582,4.7831,5.89282,26.5368,59.7418
206,0.0,0.058374,12.4516,9.78083,8.33676,9.07949,7.06509,10.7584,4.78274,5.8926,26.5371,59.7357
207,0.0,0.058652,12.4519,9.7811,8.33255,9.0792,7.0522,10.7587,4.78252,5.89251,26.5373,59.7303
208,0.0,0.05893,12.4522,9.78135,8.32786,9.07846,7.03954,10.7587,4.78212,5.89243,26.5376,59.7253
209,0.0,0.059208,12.4524,9.78158,8.32363,9.07778,7.02708,10.7587,4.78195,5.89225,26.5378,59.7209
210,0.0,0.059486,12.4531,9.78178,8.31964,9.07702,7.01493,10.7588,4.7818,5.8922,26.538,59.7286
211,0.0,0.059776,12.4533,9.78196,8.31517,9.07632,7.0027,10.759,4.78157,5.89204,26.5382,59.7356
212,0.0,0.060054,12.4541,9.78247,8.31082,9.07554,6.9905,10.759,4.78136,5.89211,26.5384,59.7419
213,0.0,0.060332,12.4542,9.78259,8.30602,9.07466,6.9781,10.759,4.78117,5.89218,26.5385,59.7476
214,0.0,0.06061,12.4547,9.7827,8.30152,9.07388,6.96589,10.7592,4.781,5.89213,26.5387,59.7528
215,0.0,0.060888,12.4547,9.7828,8.29585,9.07332,6.95335,10.7594,4.78056,5.89198,26.5388,59.7575
216,0.0,0.061177,12.4547,9.78288,8.28985,9.07266,6.94089,10.7595,4.78016,5.89173,26.5389,59.7617
217,0.0,0.061455,12.4556,9.78296,8.28326,9.0719,6.92825,10.7595,4.77989,5.89172,26.54,59.7861
218,0.0,0.061733,12.4562,9.78303,8.27555,9.07122,6.91558,10.7592,4.77965,5.89205,26.5409,59.8081
219,0.0,0.062011,12.4576,9.7831,8.26684,9.07012,6.90301,10.7592,4.77952,5.89212,26.5418,59.8281
220,0.0,0.062289,12.4582,9.78333,8.25708,9.0685,6.89041,10.7585,4.77903,5.89186,26.5426,59.8462
221,0.0,0.062579,12.4595,9.78354,8.2458,9.06702,6.87827,10.7576,4.77849,5.89184,26.5433,59.8625
222,0.0,0.062857,12.4595,9.78355,8.2333,9.0649,6.86642,10.7566,4.778,5.89171,26.5439,59.8773
223,0.0,0.063135,12.4606,9.78357,8.21912,9.06266,6.85472,10.7553,4.77746,5.89149,26.5445,59.8907
224,0.0,0.063413,12.4614,9.78358,8.20443,9.06095,6.8434,10.7542,4.77716,5.89151,26.545,59.9028
225,0.0,0.063691,12.4618,9.7836,8.18715,9.05877,6.83218,10.7531,4.7768,5.89152,26.5455,59.9138
226,0.0,0.06398,12.4618,9.78361,8.16854,9.05632,6.82093,10.7512,4.77647,5.89154,26.5459,59.9237
227,0.0,0.064258,12.4623,9.78362,8.14803,9.05378,6.81013,10.7495,4.77627,5.89155,26.5463,59.9326
228,0.0,0.064536,12.4631,9.78363,8.12609,9.05102,6.79939,10.7478,4.77599,5.89145,26.5467,59.9407
